protein	goTerm	proteinNeighbor	goProteinEdge	goEdge	fScore
FBgn0011640	GO:0003723	67	15	485	0.054347826086956534
FBgn0025739	GO:0035050	7	1	20	0.07407407407407408
FBgn0029502	GO:0005634	13	4	2249	0.003536693191865606
FBgn0043903	GO:0071907	81	3	10	0.06593406593406594
FBgn0261268	GO:0045879	40	6	57	0.12371134020618553
FBgn0035909	GO:0012505	77	6	201	0.043165467625899276
FBgn0010415	GO:0007411	131	3	166	0.020202020202020204
FBgn0003390	GO:0005576	60	3	498	0.010752688172043012
FBgn0040076	GO:0003993	22	1	10	0.06250000000000001
FBgn0004106	GO:0007284	321	1	3	0.00617283950617284
FBgn0267728	GO:0070593	5	1	19	0.08333333333333333
FBgn0029785	GO:0022625	114	27	57	0.3157894736842105
FBgn0003463	GO:0030514	26	2	30	0.07142857142857144
FBgn0260632	GO:0006955	137	5	40	0.05649717514124293
FBgn0002576	GO:0003700	59	11	286	0.06376811594202898
FBgn0036641	GO:0000387	196	12	14	0.11428571428571428
FBgn0266411	GO:0005829	202	30	1081	0.04676539360872954
FBgn0085432	GO:0009880	61	1	23	0.023809523809523808
FBgn0033845	GO:0000922	39	1	29	0.029411764705882353
FBgn0001320	GO:0007354	37	1	3	0.05
FBgn0015299	GO:0005634	63	29	2249	0.025086505190311418
FBgn0031069	GO:0016020	67	13	1523	0.01635220125786164
FBgn0001229	GO:0042026	25	5	31	0.17857142857142855
FBgn0035207	GO:0009898	11	1	16	0.07407407407407407
FBgn0035811	GO:0005739	183	21	622	0.05217391304347826
FBgn0015270	GO:0000808	47	3	3	0.12
FBgn0004197	GO:0009986	24	2	62	0.046511627906976744
FBgn0004635	GO:0038004	129	2	5	0.029850746268656712
FBgn0030082	GO:0003682	107	19	173	0.1357142857142857
FBgn0002873	GO:0005515	62	24	957	0.04710500490677134
FBgn0039260	GO:0035195	28	3	155	0.032786885245901634
FBgn0015805	GO:0045892	406	41	136	0.15129151291512916
FBgn0263237	GO:0005737	96	26	1862	0.02655771195097038
FBgn0025702	GO:0006468	129	4	237	0.021857923497267756
FBgn0260229	GO:0005829	2	1	1081	0.0018467220683287165
FBgn0010356	GO:0005669	147	14	25	0.16279069767441862
FBgn0259685	GO:0045176	28	5	17	0.22222222222222224
FBgn0000286	GO:0005515	62	5	957	0.009813542688910697
FBgn0010333	GO:0019901	201	6	60	0.04597701149425287
FBgn0053554	GO:0035267	114	11	19	0.16541353383458648
FBgn0026401	GO:0005515	42	9	957	0.018018018018018018
FBgn0000635	GO:0035159	694	2	28	0.00554016620498615
FBgn0039140	GO:0005525	42	1	155	0.010152284263959392
FBgn0051357	GO:0034657	24	4	5	0.27586206896551724
FBgn0085447	GO:0050803	11	1	21	0.0625
FBgn0025582	GO:0005852	225	14	15	0.11666666666666667
FBgn0260749	GO:0045893	37	6	144	0.06629834254143646
FBgn0032001	GO:0009972	53	2	2	0.07272727272727272
FBgn0030365	GO:0003674	141	11	3149	0.00668693009118541
FBgn0039444	GO:0062129	17	1	133	0.013333333333333332
FBgn0003205	GO:0007298	271	13	106	0.06896551724137932
FBgn0026259	GO:0005829	94	18	1081	0.030638297872340424
FBgn0284247	GO:0035159	27	2	28	0.07272727272727272
FBgn0034362	GO:0003674	15	2	3149	0.0012642225031605564
FBgn0030612	GO:0005737	24	7	1862	0.007423117709437964
FBgn0014018	GO:0050829	262	11	113	0.05866666666666667
FBgn0034029	GO:0003743	34	6	50	0.14285714285714282
FBgn0002626	GO:0003735	79	35	289	0.1902173913043478
FBgn0010583	GO:0030674	223	1	29	0.007936507936507936
FBgn0013433	GO:0007411	5	1	166	0.011695906432748539
FBgn0035101	GO:0098609	89	2	48	0.029197080291970805
FBgn0036629	GO:0005524	9	3	642	0.00921658986175115
FBgn0026192	GO:0005938	56	11	99	0.14193548387096772
FBgn0040271	GO:0045879	13	1	57	0.02857142857142857
FBgn0266722	GO:0016192	37	1	140	0.011299435028248586
FBgn0040475	GO:0061912	52	1	2	0.037037037037037035
FBgn0011224	GO:0003723	124	26	485	0.08538587848932676
FBgn0020388	GO:0005634	158	108	2249	0.08973826339842127
FBgn0020258	GO:0032590	30	1	66	0.020833333333333332
FBgn0019936	GO:0006412	114	21	557	0.06259314456035767
FBgn0004167	GO:0005543	240	2	37	0.01444043321299639
FBgn0028836	GO:0050821	37	6	42	0.1518987341772152
FBgn0010602	GO:0016925	448	5	13	0.021691973969631236
FBgn0017579	GO:0002181	142	46	100	0.38016528925619836
FBgn0001324	GO:0070847	57	7	10	0.208955223880597
FBgn0031835	GO:0008076	21	1	15	0.05555555555555555
FBgn0032398	GO:0030968	14	2	15	0.1379310344827586
FBgn0039635	GO:0005967	280	2	4	0.014084507042253521
FBgn0000499	GO:0016201	210	1	14	0.00892857142857143
FBgn0041781	GO:0008360	62	8	37	0.16161616161616163
FBgn0004607	GO:0005634	13	7	2249	0.006189213085764809
FBgn0261617	GO:0003713	371	20	81	0.08849557522123894
FBgn0037084	GO:0012505	35	3	201	0.02542372881355932
FBgn0262512	GO:0046961	40	14	31	0.3943661971830986
FBgn0002525	GO:0005515	203	49	957	0.08448275862068967
FBgn0037073	GO:0000462	78	3	19	0.061855670103092786
FBgn0035600	GO:0005750	68	10	12	0.25
FBgn0035231	GO:0004105	70	1	1	0.028169014084507043
FBgn0032066	GO:0004559	6	1	8	0.14285714285714288
FBgn0016687	GO:0045893	225	7	144	0.037940379403794036
FBgn0031249	GO:0006508	101	11	497	0.03678929765886287
FBgn0032726	GO:0008898	14	1	1	0.13333333333333333
FBgn0031375	GO:0043697	7	3	9	0.375
FBgn0039890	GO:0015910	47	1	1	0.04166666666666667
FBgn0025836	GO:0005096	56	3	84	0.04285714285714286
FBgn0026873	GO:0006357	62	33	614	0.09763313609467456
FBgn0026873	GO:0005634	62	27	2249	0.023366508005192556
FBgn0264307	GO:0007616	51	4	74	0.064
FBgn0027083	GO:0005759	27	1	54	0.024691358024691357
FBgn0003861	GO:0070679	22	1	3	0.08
FBgn0033402	GO:0008063	73	7	11	0.16666666666666663
FBgn0004926	GO:0003729	149	5	204	0.028328611898016998
FBgn0001990	GO:0005634	35	16	2249	0.014010507880910683
FBgn0053547	GO:0031267	27	2	108	0.02962962962962963
FBgn0004167	GO:0005886	240	31	1051	0.04802478698683191
FBgn0001316	GO:0031887	20	1	3	0.08695652173913045
FBgn0026063	GO:0005737	121	48	1862	0.048411497730711045
FBgn0034572	GO:0003723	56	21	485	0.077634011090573
FBgn0265416	GO:0097482	68	1	12	0.025
FBgn0035610	GO:0007204	2	1	8	0.2
FBgn0002566	GO:0009267	25	3	64	0.06741573033707865
FBgn0010909	GO:0007391	248	21	103	0.11965811965811965
FBgn0040705	GO:0005747	30	25	51	0.6172839506172839
FBgn0261823	GO:0035186	25	3	16	0.14634146341463414
FBgn0001139	GO:0005515	167	33	957	0.05871886120996441
FBgn0039562	GO:0006457	134	12	91	0.10666666666666666
FBgn0033153	GO:0005634	86	33	2249	0.028265524625267664
FBgn0003557	GO:0005737	332	130	1862	0.11850501367365543
FBgn0000352	GO:0061629	36	1	17	0.03773584905660377
FBgn0041171	GO:0060438	157	2	11	0.02380952380952381
FBgn0051729	GO:0000166	73	2	71	0.027777777777777776
FBgn0039854	GO:0047617	48	2	5	0.07547169811320754
FBgn0002905	GO:0005524	7	1	642	0.0030816640986132513
FBgn0086912	GO:0005730	21	4	300	0.024922118380062305
FBgn0020633	GO:0071162	155	9	10	0.10909090909090909
FBgn0020224	GO:0048260	164	1	8	0.011627906976744186
FBgn0263121	GO:0043161	170	43	105	0.3127272727272727
FBgn0016081	GO:0007476	57	3	136	0.031088082901554404
FBgn0015024	GO:0004674	93	7	157	0.055999999999999994
FBgn0034740	GO:0005634	6	1	2249	0.0008869179600886917
FBgn0027616	GO:0005634	53	17	2249	0.014769765421372719
FBgn0011273	GO:0005509	137	5	204	0.02932551319648094
FBgn0032005	GO:0061357	46	2	8	0.07407407407407408
FBgn0003963	GO:0000122	18	7	221	0.058577405857740586
FBgn0015919	GO:0000981	47	1	414	0.004338394793926247
FBgn0067864	GO:0008594	62	1	11	0.0273972602739726
FBgn0015589	GO:0090090	116	9	45	0.11180124223602486
FBgn0024189	GO:0007520	99	5	31	0.07692307692307691
FBgn0261108	GO:1990316	13	3	3	0.375
FBgn0004832	GO:0006289	50	7	20	0.2
FBgn0034237	GO:0003743	139	30	50	0.3174603174603175
FBgn0260484	GO:0005737	54	12	1862	0.012526096033402922
FBgn0011787	GO:0030307	26	1	29	0.03636363636363637
FBgn0038578	GO:0005515	75	30	957	0.05813953488372092
FBgn0000577	GO:0048100	36	3	17	0.11320754716981131
FBgn0016917	GO:0007259	227	5	5	0.04310344827586207
FBgn0014020	GO:0007165	144	18	198	0.10526315789473685
FBgn0038630	GO:0005524	16	7	642	0.02127659574468085
FBgn0004635	GO:0038004	129	2	5	0.029850746268656712
FBgn0260935	GO:0007163	25	1	21	0.043478260869565216
FBgn0013676	GO:0016020	11	4	1523	0.005215123859191655
FBgn0037242	GO:0061630	17	1	147	0.012195121951219513
FBgn0260945	GO:0010506	162	7	38	0.07
FBgn0004837	GO:0000977	92	4	162	0.031496062992125984
FBgn0030731	GO:0005777	50	2	89	0.02877697841726619
FBgn0003559	GO:0003729	55	8	204	0.06177606177606178
FBgn0032216	GO:0016579	79	4	37	0.06896551724137931
FBgn0032651	GO:0005634	26	7	2249	0.006153846153846154
FBgn0020510	GO:0032991	106	3	76	0.03296703296703296
FBgn0004107	GO:0000082	496	5	10	0.01976284584980237
FBgn0086908	GO:0003677	100	11	609	0.031029619181946404
FBgn0036487	GO:0000398	90	35	228	0.22012578616352202
FBgn0266917	GO:0005686	77	5	26	0.09708737864077668
FBgn0262081	GO:0048167	30	3	20	0.12
FBgn0020238	GO:0005634	548	171	2249	0.122273864855202
FBgn0004656	GO:0003682	212	12	173	0.06233766233766233
FBgn0259212	GO:0005515	55	25	957	0.04940711462450593
FBgn0034885	GO:0016020	38	22	1523	0.028187059577194102
FBgn0034985	GO:0005634	11	4	2249	0.003539823008849558
FBgn0051091	GO:0006629	25	12	91	0.20689655172413796
FBgn0036290	GO:0016491	142	8	214	0.0449438202247191
FBgn0037007	GO:0005634	236	70	2249	0.05633802816901408
FBgn0003068	GO:0043153	44	2	11	0.07272727272727272
FBgn0026181	GO:0045184	47	1	6	0.03773584905660377
FBgn0036105	GO:0008057	13	3	12	0.24000000000000002
FBgn0259198	GO:0042719	6	1	7	0.15384615384615383
FBgn0265139	GO:0030425	10	1	125	0.014814814814814814
FBgn0000568	GO:0010468	9	1	95	0.01923076923076923
FBgn0015399	GO:0005154	9	1	8	0.11764705882352941
FBgn0014411	GO:0038024	29	1	18	0.0425531914893617
FBgn0031613	GO:0003682	27	2	173	0.02
FBgn0037328	GO:0042273	442	3	19	0.013015184381778741
FBgn0032701	GO:0005732	21	2	4	0.16
FBgn0264492	GO:0004674	563	24	157	0.06666666666666667
FBgn0002736	GO:0005737	139	39	1862	0.038980509745127435
FBgn0020224	GO:0043065	164	3	40	0.029411764705882353
FBgn0000108	GO:0043025	1045	16	149	0.02680067001675042
FBgn0264325	GO:0000045	45	3	30	0.08
FBgn0005558	GO:0003677	62	8	609	0.023845007451564825
FBgn0000319	GO:0035159	478	5	28	0.019762845849802372
FBgn0020910	GO:0006412	254	47	557	0.11590628853267573
FBgn0259176	GO:0005829	139	16	1081	0.026229508196721315
FBgn0032880	GO:0031410	44	1	41	0.023529411764705882
FBgn0004516	GO:0016830	100	1	8	0.018518518518518517
FBgn0010341	GO:0030036	109	15	85	0.15463917525773196
FBgn0014020	GO:0005525	144	3	155	0.02006688963210702
FBgn0053196	GO:0031012	29	1	129	0.012658227848101266
FBgn0261933	GO:0000398	111	45	228	0.2654867256637168
FBgn0025790	GO:0005634	104	31	2249	0.02634934126646834
FBgn0011225	GO:0016333	55	1	9	0.03125
FBgn0050077	GO:0098693	29	2	5	0.1176470588235294
FBgn0003205	GO:0008284	271	12	48	0.07523510971786833
FBgn0003480	GO:0007131	39	2	29	0.058823529411764705
FBgn0039861	GO:0016319	35	2	89	0.03225806451612904
FBgn0026379	GO:0046627	151	2	28	0.0223463687150838
FBgn0010422	GO:0006368	82	10	25	0.18691588785046728
FBgn0041096	GO:0007520	64	4	31	0.08421052631578947
FBgn0004837	GO:0005515	92	30	957	0.05719733079122974
FBgn0000575	GO:0046982	24	5	216	0.041666666666666664
FBgn0030242	GO:0051256	42	2	5	0.0851063829787234
FBgn0038168	GO:0005634	26	13	2249	0.011428571428571427
FBgn0259923	GO:0003924	28	4	147	0.045714285714285714
FBgn0031623	GO:0005669	9	1	25	0.058823529411764705
FBgn0031637	GO:0045727	28	1	24	0.03846153846153846
FBgn0003317	GO:0030509	81	7	10	0.15384615384615385
FBgn0034577	GO:0008290	118	1	2	0.016666666666666666
FBgn0029105	GO:0051015	18	1	84	0.0196078431372549
FBgn0011722	GO:0033627	15	1	19	0.058823529411764705
FBgn0022942	GO:0035194	164	5	30	0.051546391752577324
FBgn0004863	GO:0003677	73	8	609	0.02346041055718475
FBgn0039183	GO:0000176	53	9	9	0.2903225806451613
FBgn0037643	GO:0006099	126	4	37	0.049079754601226995
FBgn0052068	GO:0005886	23	2	1051	0.0037243947858473002
FBgn0025637	GO:0002785	364	2	7	0.010781671159029652
FBgn0028381	GO:0005737	4	3	1862	0.003215434083601286
FBgn0014018	GO:0051607	262	3	42	0.019736842105263157
FBgn0024273	GO:0072583	209	2	14	0.017937219730941704
FBgn0001225	GO:0009408	69	8	64	0.12030075187969924
FBgn0004885	GO:0005615	32	6	684	0.01675977653631285
FBgn0033302	GO:0016705	132	51	115	0.4129554655870445
FBgn0035917	GO:0005912	52	3	44	0.062499999999999986
FBgn0003371	GO:0004674	771	27	157	0.05818965517241379
FBgn0030384	GO:0005634	14	1	2249	0.0008837825894829872
FBgn0005590	GO:0007378	6	4	7	0.6153846153846153
FBgn0032818	GO:0003924	30	1	147	0.011299435028248588
FBgn0039613	GO:0005886	3	1	1051	0.0018975332068311196
FBgn0010280	GO:0046982	50	9	216	0.06766917293233082
FBgn0261933	GO:0000387	111	10	14	0.16
FBgn0263930	GO:0016323	219	1	41	0.007692307692307692
FBgn0026319	GO:0046330	90	3	34	0.04838709677419354
FBgn0003731	GO:0007173	638	15	24	0.04531722054380665
FBgn0016047	GO:0031012	13	2	129	0.028169014084507043
FBgn0010300	GO:1902692	25	3	14	0.15384615384615383
FBgn0032538	GO:0062129	29	4	133	0.04938271604938271
FBgn0000319	GO:0031623	478	3	6	0.012396694214876032
FBgn0031459	GO:0003824	114	4	203	0.025236593059936904
FBgn0035162	GO:0000124	168	10	24	0.10416666666666666
FBgn0260499	GO:0045938	4	1	17	0.09523809523809523
FBgn0032059	GO:0005737	24	6	1862	0.006362672322375398
FBgn0264959	GO:0006468	73	10	237	0.06451612903225806
FBgn0013325	GO:0002181	164	54	100	0.40909090909090906
FBgn0003495	GO:0002804	16	6	8	0.5
FBgn0265356	GO:0004842	35	5	100	0.07407407407407408
FBgn0067052	GO:0003924	5	1	147	0.013157894736842105
FBgn0011225	GO:0003779	55	3	75	0.046153846153846156
FBgn0264307	GO:0045202	51	2	100	0.02649006622516556
FBgn0262955	GO:0032549	139	1	2	0.014184397163120569
FBgn0003169	GO:0030509	29	5	10	0.25641025641025644
FBgn0261436	GO:0008270	12	1	515	0.0037950664136622383
FBgn0035604	GO:0008066	2	1	19	0.09523809523809525
FBgn0263979	GO:0035098	91	5	7	0.1020408163265306
FBgn0002932	GO:0030718	177	8	41	0.07339449541284404
FBgn0036775	GO:0005666	41	13	16	0.45614035087719296
FBgn0000083	GO:0005544	40	1	12	0.03846153846153846
FBgn0030521	GO:0005615	41	5	684	0.013793103448275864
FBgn0037763	GO:0009922	209	19	19	0.16666666666666669
FBgn0010397	GO:0051664	198	1	2	0.01
FBgn0001079	GO:0005515	72	28	957	0.05442176870748299
FBgn0267728	GO:0048804	5	1	3	0.25
FBgn0004867	GO:0002181	131	20	100	0.17316017316017318
FBgn0014026	GO:0003735	210	48	289	0.19238476953907815
FBgn0263396	GO:0007297	138	1	12	0.013333333333333332
FBgn0000382	GO:0006911	120	1	5	0.016
FBgn0033055	GO:0007023	29	1	6	0.05714285714285715
FBgn0259174	GO:0019904	562	3	21	0.010291595197255575
FBgn0052364	GO:0003723	4	1	485	0.00408997955010225
FBgn0010280	GO:0005669	50	12	25	0.32
FBgn0000017	GO:0007370	208	2	18	0.01769911504424779
FBgn0035533	GO:0045886	54	2	42	0.041666666666666664
FBgn0026326	GO:0072686	68	3	24	0.06521739130434782
FBgn0025936	GO:0006468	89	12	237	0.0736196319018405
FBgn0026015	GO:0005634	70	29	2249	0.025010780508840015
FBgn0261278	GO:0042060	151	1	63	0.009345794392523366
FBgn0264442	GO:0005634	14	7	2249	0.00618647812638091
FBgn0034436	GO:0008235	43	1	12	0.03636363636363636
FBgn0003169	GO:0048179	29	1	2	0.06451612903225806
FBgn0037572	GO:0005575	7	1	2645	0.0007541478129713424
FBgn0262954	GO:0001055	44	8	8	0.3076923076923077
FBgn0028968	GO:0009306	104	2	46	0.026666666666666665
FBgn0011509	GO:0005785	115	1	1	0.017241379310344827
FBgn0041775	GO:0005515	75	18	957	0.034883720930232565
FBgn0025625	GO:0004674	112	5	157	0.03717472118959107
FBgn0032919	GO:0005524	86	10	642	0.027472527472527476
FBgn0038585	GO:0005730	188	52	300	0.21311475409836064
FBgn0017457	GO:0089701	81	3	3	0.07142857142857142
FBgn0024330	GO:0006357	109	39	614	0.10788381742738591
FBgn0023512	GO:0006413	51	7	46	0.1443298969072165
FBgn0019972	GO:0005634	125	46	2249	0.038753159224936815
FBgn0086356	GO:0001709	62	2	12	0.05405405405405405
FBgn0261064	GO:0046872	42	1	138	0.011111111111111112
FBgn0015623	GO:0005829	72	8	1081	0.013876843018213356
FBgn0038233	GO:0008233	40	2	177	0.018433179723502304
FBgn0028694	GO:0043161	693	51	105	0.12781954887218044
FBgn0031855	GO:0005524	12	1	642	0.0030581039755351682
FBgn0003963	GO:0022416	18	2	50	0.058823529411764705
FBgn0011692	GO:0070507	130	2	7	0.029197080291970805
FBgn0013765	GO:0040016	134	1	9	0.013986013986013986
FBgn0051721	GO:0016199	36	2	25	0.06557377049180328
FBgn0052772	GO:0000978	65	1	367	0.004629629629629629
FBgn0038200	GO:0046872	67	2	138	0.01951219512195122
FBgn0034217	GO:0000070	7	1	29	0.05555555555555555
FBgn0003292	GO:0004169	6	1	5	0.1818181818181818
FBgn0003867	GO:0005615	41	1	684	0.002758620689655172
FBgn0053977	GO:0006486	2	1	41	0.046511627906976744
FBgn0004882	GO:0005515	47	16	957	0.03187250996015937
FBgn0053554	GO:0005700	114	10	173	0.06968641114982578
FBgn0011277	GO:0000981	144	14	414	0.050179211469534045
FBgn0045073	GO:0005509	26	1	204	0.008695652173913044
FBgn0020407	GO:0051642	50	1	15	0.030769230769230767
FBgn0013432	GO:0016226	19	2	18	0.10810810810810811
FBgn0003716	GO:0007274	198	5	56	0.03937007874015748
FBgn0004859	GO:0000976	187	3	102	0.020761245674740487
FBgn0042711	GO:0004396	31	3	3	0.17647058823529413
FBgn0034446	GO:0005929	9	1	58	0.029850746268656716
FBgn0004419	GO:1990124	456	10	18	0.04219409282700422
FBgn0004103	GO:0006470	478	8	86	0.02836879432624113
FBgn0037697	GO:0006559	16	1	6	0.09090909090909091
FBgn0005198	GO:0046627	219	3	28	0.024291497975708502
FBgn0037696	GO:0004364	18	1	39	0.03508771929824561
FBgn0038928	GO:0005515	106	22	957	0.041392285983066796
FBgn0031450	GO:0051726	190	2	39	0.017467248908296942
FBgn0024315	GO:0022857	65	1	200	0.007547169811320754
FBgn0030800	GO:1904262	18	3	13	0.1935483870967742
FBgn0038796	GO:0005737	64	27	1862	0.028037383177570093
FBgn0029868	GO:0005747	4	1	51	0.03636363636363636
FBgn0002973	GO:0016360	64	4	21	0.09411764705882353
FBgn0021825	GO:0061883	72	1	5	0.025974025974025972
FBgn0266696	GO:0015629	17	1	51	0.029411764705882353
FBgn0015230	GO:0022857	147	13	200	0.07492795389048992
FBgn0015032	GO:0005506	97	42	150	0.3400809716599191
FBgn0015025	GO:0000981	6	1	414	0.0047619047619047615
FBgn0028734	GO:0045475	250	5	61	0.03215434083601286
FBgn0261793	GO:0016251	16	4	26	0.1904761904761905
FBgn0010247	GO:0045087	153	4	63	0.037037037037037035
FBgn0283472	GO:0005829	193	40	1081	0.06279434850863422
FBgn0003079	GO:0004709	250	1	7	0.007782101167315174
FBgn0034938	GO:0006784	10	1	1	0.18181818181818182
FBgn0260639	GO:0007020	146	9	18	0.1097560975609756
FBgn0020633	GO:0042555	155	6	6	0.07453416149068323
FBgn0265974	GO:0005794	34	3	239	0.021978021978021976
FBgn0026433	GO:0005815	17	4	22	0.20512820512820512
FBgn0034433	GO:0016020	61	7	1523	0.008838383838383838
FBgn0039183	GO:0000176	53	9	9	0.2903225806451613
FBgn0003068	GO:0060086	44	1	3	0.04255319148936171
FBgn0000283	GO:0005515	58	31	957	0.06108374384236453
FBgn0264324	GO:0005886	25	8	1051	0.01486988847583643
FBgn0010379	GO:0030307	349	7	29	0.03703703703703704
FBgn0043456	GO:0003677	41	1	609	0.0030769230769230765
FBgn0005198	GO:1904262	219	2	13	0.017241379310344827
FBgn0262518	GO:0005794	69	6	239	0.03896103896103896
FBgn0015278	GO:0046854	107	1	25	0.01515151515151515
FBgn0036141	GO:0005515	47	7	957	0.013944223107569723
FBgn0033423	GO:0004035	42	11	12	0.4074074074074074
FBgn0052451	GO:0016020	42	7	1523	0.008945686900958467
FBgn0017556	GO:0005839	92	23	25	0.3931623931623932
FBgn0004907	GO:0035332	751	9	38	0.022813688212927754
FBgn0024889	GO:0008139	235	2	18	0.015810276679841896
FBgn0000473	GO:0016705	134	51	115	0.40963855421686746
FBgn0265778	GO:0016476	37	2	20	0.07017543859649122
FBgn0033932	GO:0007186	5	2	155	0.025
FBgn0261617	GO:0005634	371	195	2249	0.14885496183206107
FBgn0023212	GO:0070449	198	3	3	0.02985074626865672
FBgn0004895	GO:0005634	16	5	2249	0.004415011037527593
FBgn0051146	GO:0042043	10	1	8	0.11111111111111112
FBgn0036815	GO:0000781	5	2	13	0.2222222222222222
FBgn0259785	GO:0005700	78	7	173	0.055776892430278883
FBgn0267972	GO:0005789	36	3	170	0.029126213592233007
FBgn0021796	GO:0005515	136	43	957	0.0786825251601098
FBgn0001987	GO:0030513	37	1	19	0.03571428571428572
FBgn0023506	GO:0000398	60	3	228	0.020833333333333332
FBgn0028926	GO:0001046	41	1	11	0.038461538461538464
FBgn0031030	GO:0004674	33	7	157	0.07368421052631578
FBgn0002284	GO:0005634	211	66	2249	0.05365853658536585
FBgn0004580	GO:0045202	10	1	100	0.01818181818181818
FBgn0028380	GO:0005634	8	1	2249	0.0008861320336730172
FBgn0015391	GO:0005737	48	15	1862	0.015706806282722516
FBgn0004374	GO:0005871	16	1	24	0.05
FBgn0013983	GO:0006963	142	6	25	0.0718562874251497
FBgn0053504	GO:0035363	10	3	12	0.2727272727272727
FBgn0024285	GO:0003729	243	25	204	0.11185682326621925
FBgn0039680	GO:0010032	22	1	6	0.07142857142857144
FBgn0001226	GO:0042026	105	11	31	0.16176470588235295
FBgn0005670	GO:0004497	58	34	98	0.43589743589743585
FBgn0031698	GO:0045944	51	19	323	0.10160427807486631
FBgn0261871	GO:0003674	5	1	3149	0.0006341154090044389
FBgn0004838	GO:0005654	49	3	197	0.024390243902439025
FBgn0024234	GO:0048018	18	1	37	0.03636363636363636
FBgn0261797	GO:0007298	129	4	106	0.03404255319148936
FBgn0010422	GO:0006351	82	9	42	0.14516129032258063
FBgn0004858	GO:0035214	64	1	17	0.024691358024691357
FBgn0005666	GO:0004672	20	2	230	0.016
FBgn0017457	GO:0089701	81	3	3	0.07142857142857142
FBgn0037754	GO:0007165	9	2	198	0.019323671497584544
FBgn0016797	GO:0017147	95	6	17	0.10714285714285714
FBgn0031078	GO:0006999	39	2	8	0.0851063829787234
FBgn0039129	GO:0003735	102	15	289	0.07672634271099744
FBgn0024754	GO:0031410	40	1	41	0.02469135802469136
FBgn0032053	GO:0003735	47	4	289	0.023809523809523808
FBgn0014009	GO:0016192	156	15	140	0.10135135135135134
FBgn0026379	GO:0042594	151	3	74	0.02666666666666667
